price,units_sold,discount,competitor_price,marketing_spend,season,region
112,203,6,102,8933,Summer,East
150,144,5,140,4782,Festival,East
122,209,4,139,9998,Winter,North
66,268,28,47,7485,Festival,South
58,225,3,41,6406,Summer,East
192,86,1,199,4468,Festival,South
87,216,9,99,8144,Festival,West
143,229,21,133,9412,Festival,South
144,158,4,126,6275,Festival,East
98,219,17,117,6867,Summer,South
118,211,9,102,7516,Winter,East
111,203,22,111,5626,Festival,East
127,168,21,128,3262,Winter,West
166,159,27,182,3414,Summer,East
169,163,14,159,6240,Summer,West
186,168,26,187,6122,Festival,North
125,170,8,117,5993,Winter,East
84,250,10,66,9964,Festival,West
50,238,25,42,3492,Summer,West
89,257,20,96,9211,Festival,East
113,255,24,103,9997,Festival,South
199,124,24,189,3175,Winter,West
109,195,28,109,3405,Summer,North
113,194,16,113,4363,Festival,South
142,209,20,128,8341,Festival,South
121,199,8,117,8900,Festival,East
60,225,22,53,2605,Winter,West
154,141,15,166,3557,Summer,North
63,251,5,53,9635,Festival,West
109,199,21,101,3042,Festival,North
79,171,10,59,1778,Festival,West
84,213,22,97,4159,Summer,East
54,272,16,42,7395,Winter,North
132,132,3,124,2746,Winter,East
172,195,28,188,6974,Festival,West
127,182,14,136,6150,Festival,North
111,127,0,127,1420,Winter,North
181,114,21,167,3108,Winter,West
138,185,29,131,5674,Winter,East
91,240,28,76,6345,Festival,North
138,178,19,151,4996,Festival,North
195,138,0,190,7082,Winter,North
89,206,8,105,4910,Winter,West
121,150,11,136,3626,Summer,South
88,159,3,73,1490,Festival,West
153,187,27,140,6932,Summer,East
63,250,21,66,4371,Winter,South
81,204,12,63,5064,Festival,North
174,135,6,157,6837,Festival,North
146,167,7,157,5989,Summer,South
72,260,27,52,6971,Summer,North
112,195,12,125,4380,Summer,North
192,127,10,180,6689,Summer,West
194,165,8,185,9603,Festival,West
102,252,24,91,8473,Winter,East
153,157,23,142,2676,Winter,North
153,185,15,155,8790,Winter,East
88,192,9,73,6282,Summer,East
183,101,10,186,3711,Winter,South
116,141,11,119,1602,Summer,South
184,134,27,184,2937,Summer,North
91,239,13,101,9121,Winter,South
64,255,18,73,9217,Winter,East
160,165,11,173,7812,Winter,West
82,189,17,79,2067,Festival,South
87,230,20,78,6252,Summer,East
146,180,16,160,6863,Festival,South
82,147,2,68,1379,Winter,North
135,157,0,154,6502,Festival,South
115,195,28,119,4182,Festival,West
59,233,18,44,4747,Winter,North
54,270,28,34,6196,Winter,South
172,117,3,167,6132,Summer,West
123,214,22,106,7040,Summer,East
146,168,27,154,5120,Festival,South
167,186,15,184,9737,Winter,South
87,218,11,94,6259,Summer,East
190,186,20,191,9466,Summer,East
96,202,20,83,3922,Festival,South
158,143,12,169,4387,Festival,West
64,251,16,76,6442,Festival,East
185,132,7,177,6552,Winter,East
54,242,12,60,5013,Summer,West
96,203,19,93,6367,Summer,South
117,257,25,114,9302,Summer,North
125,165,4,117,7959,Festival,South
179,157,17,180,7290,Winter,South
144,135,14,137,1551,Festival,North
164,108,11,154,1133,Festival,South
85,254,28,103,7607,Winter,South
75,247,16,76,7599,Winter,East
92,229,24,107,6124,Festival,West
76,196,14,72,2060,Winter,South
118,190,1,129,8384,Festival,North
197,77,5,190,3186,Summer,North
60,224,16,68,3665,Winter,East
123,179,15,108,4170,Summer,South
153,144,16,136,3646,Winter,South
87,200,24,77,1595,Festival,South
183,158,19,202,5106,Festival,South
72,205,8,61,6817,Festival,North
96,231,26,103,4421,Festival,North
139,143,4,129,3278,Festival,East
95,194,22,109,2164,Festival,South
156,88,0,150,1617,Winter,North
189,57,5,176,1450,Winter,South
190,178,23,189,8372,Summer,West
153,128,13,153,2892,Winter,West
160,155,16,140,6528,Winter,North
153,153,24,161,3454,Summer,West
109,196,18,112,4808,Summer,West
149,111,0,158,2757,Festival,North
117,108,0,136,1222,Summer,East
182,134,12,196,7953,Summer,West
169,168,13,181,8036,Winter,South
86,207,26,85,3365,Festival,West
121,134,5,116,2609,Summer,East
176,172,26,164,8221,Festival,East
155,105,5,165,2223,Festival,East
141,119,0,137,2907,Summer,East
80,257,29,90,6810,Summer,East
171,164,13,173,7448,Summer,West
186,141,2,171,8966,Summer,West
100,203,22,109,5937,Festival,West
78,223,9,64,6748,Winter,West
89,179,18,108,2231,Festival,East
90,168,18,80,1737,Festival,East
60,249,18,73,5436,Festival,South
50,256,27,41,3979,Summer,West
95,177,22,101,1529,Summer,East
150,165,3,141,8141,Winter,South
198,135,19,190,5418,Winter,South
139,137,18,126,2986,Winter,North
159,92,9,154,1346,Festival,West
106,224,26,114,6825,Winter,East
50,235,24,64,2215,Festival,West
112,218,1,120,9045,Summer,South
104,196,3,114,6798,Festival,West
164,128,23,156,1244,Summer,North
192,126,5,183,8058,Summer,North
198,118,29,179,1132,Winter,East
102,150,6,114,2370,Summer,East
186,91,15,173,2087,Winter,East
106,228,28,125,5002,Winter,East
166,185,6,177,9310,Winter,West
84,213,17,101,3903,Festival,West
112,250,19,119,7822,Winter,South
74,202,25,68,1894,Winter,South
139,156,25,141,2265,Summer,East
124,208,21,127,7423,Festival,West
87,171,18,79,1362,Winter,East
179,168,8,179,8164,Winter,South
184,192,28,175,9505,Winter,West
140,186,19,132,6632,Summer,East
66,204,9,84,2706,Summer,North
177,169,12,179,8334,Summer,South
157,177,17,164,7913,Winter,North
74,203,15,67,3393,Winter,North
137,206,21,133,9126,Winter,West
78,214,16,81,4694,Winter,North
112,173,21,125,1989,Winter,North
199,113,12,200,4680,Summer,East
163,184,11,152,7410,Winter,West
98,191,9,85,4397,Festival,East
130,134,0,130,4997,Winter,East
133,171,29,149,1910,Summer,East
154,166,7,140,7586,Winter,West
197,170,20,202,6981,Festival,South
167,135,21,159,3123,Winter,West
135,155,17,130,2851,Festival,East
112,189,1,121,7456,Festival,South
153,123,15,163,2615,Summer,North
98,178,11,82,5026,Festival,South
120,196,8,131,7869,Winter,West
50,205,2,45,3446,Festival,East
190,119,21,178,4312,Winter,North
172,201,25,173,9014,Winter,North
111,223,20,130,7857,Winter,East
81,234,29,97,6019,Winter,North
78,236,27,71,4216,Summer,North
98,196,3,93,6475,Winter,North
79,240,25,78,4669,Summer,West
193,90,1,187,3524,Festival,South
68,243,7,73,8498,Winter,West
67,198,9,55,2961,Festival,North
50,264,15,30,7303,Summer,West
127,172,22,141,5625,Winter,North
164,166,10,163,9292,Winter,West
162,141,17,147,4448,Summer,South
163,154,21,152,4244,Festival,East
112,209,13,124,7047,Summer,South
181,132,7,176,5674,Festival,West
178,130,22,193,2214,Festival,West
57,270,14,42,8606,Festival,South
104,199,16,102,4626,Winter,West
152,233,20,162,9981,Summer,East
180,182,17,161,8875,Winter,East
81,217,5,78,7268,Summer,South
59,279,22,66,7812,Festival,North
159,203,29,142,6479,Winter,East
173,200,13,153,9694,Winter,West
136,135,22,131,1172,Winter,North
104,123,2,85,1886,Festival,East
81,221,6,96,7263,Summer,North
184,120,14,164,5368,Festival,West
142,204,20,160,8056,Winter,South
57,278,23,59,5953,Winter,South
114,175,27,119,1260,Festival,West
106,188,15,96,4352,Winter,South
116,156,15,96,2352,Winter,West
121,194,7,111,6243,Summer,South
103,173,6,106,4006,Summer,East
116,130,5,105,1822,Summer,South
100,152,1,93,1531,Summer,North
146,165,21,139,3820,Summer,South
141,118,12,127,1166,Summer,South
57,214,11,59,5926,Winter,South
84,182,14,85,2055,Winter,South
145,154,26,160,2254,Summer,East
137,156,8,143,5286,Festival,West
127,186,1,108,9009,Summer,East
81,198,16,99,5007,Winter,East
169,230,26,167,8758,Festival,North
95,261,28,81,8889,Festival,West
193,117,4,184,5744,Festival,West
191,157,10,173,9297,Winter,North
104,184,21,88,5287,Festival,West
56,209,18,43,2002,Winter,South
123,159,23,116,1084,Winter,West
56,201,6,71,3995,Summer,North
134,170,1,120,6156,Winter,North
196,173,15,182,8194,Festival,North
161,163,11,172,6783,Winter,North
174,175,22,161,6695,Winter,East
196,71,14,187,1153,Summer,West
85,194,0,74,7414,Summer,East
78,255,24,71,7684,Winter,North
131,169,12,119,3019,Winter,North
51,213,22,68,1570,Winter,East
178,169,5,187,8922,Summer,South
96,233,12,80,9340,Summer,West
197,138,17,177,7153,Festival,East
60,187,2,40,3691,Festival,West
179,138,0,178,8669,Festival,North
168,151,14,158,6507,Festival,North
189,173,25,194,5869,Summer,North
69,236,12,51,6849,Summer,West
54,232,4,39,6967,Winter,West
86,226,24,76,4655,Festival,East
186,161,12,173,7671,Winter,North
102,227,21,110,6669,Winter,East
148,127,4,137,3492,Summer,South
135,231,27,148,7512,Winter,North
157,197,18,160,9774,Winter,North
73,226,20,69,5350,Summer,South
130,219,23,141,7599,Summer,East
169,168,27,159,5656,Summer,West
108,240,17,121,9511,Summer,North
177,140,20,180,5315,Festival,West
163,160,21,147,5794,Festival,North
164,122,9,172,2437,Festival,North
63,202,23,76,1031,Winter,West
58,180,7,53,1714,Festival,North
89,238,14,93,8955,Summer,South
74,186,20,90,1408,Festival,East
152,199,24,139,8346,Summer,South
71,258,19,79,9038,Festival,East
53,291,27,57,8740,Festival,South
78,271,24,80,8664,Summer,South
158,192,26,171,6031,Summer,East
147,146,22,129,2127,Winter,North
86,227,21,95,6436,Winter,West
124,200,3,137,9898,Winter,West
119,118,1,130,1782,Festival,West
195,146,23,203,6300,Festival,North
177,96,5,165,3179,Summer,South
134,233,27,115,7806,Summer,South
91,159,2,109,2178,Winter,South
149,142,6,135,3406,Summer,North
90,175,9,74,3807,Festival,East
83,204,22,70,3764,Summer,North
66,190,5,77,3724,Summer,West
171,140,15,168,3535,Summer,South
125,174,1,142,9404,Summer,North
136,196,23,133,5861,Summer,North
166,168,16,161,7300,Winter,North
155,194,12,155,8856,Winter,East
135,137,0,124,4146,Festival,South
76,231,5,59,7578,Winter,North
106,150,4,93,2201,Summer,North
80,250,24,78,3889,Winter,West
183,111,12,202,1644,Festival,South
147,214,27,166,6951,Winter,North
61,242,22,49,5222,Festival,North
102,201,17,111,5320,Festival,North
187,158,28,183,4088,Festival,North
194,175,11,213,9688,Summer,South
171,163,6,165,9664,Festival,North
95,175,14,78,4382,Winter,East
113,184,2,98,8925,Winter,North
179,120,15,174,2160,Winter,East
103,184,0,108,5312,Festival,South
156,221,26,172,9387,Festival,North
100,185,15,102,3248,Summer,West
85,250,23,77,5461,Festival,East
164,184,29,160,3766,Winter,East
75,194,11,81,2551,Summer,North
78,207,18,79,3447,Winter,West
198,155,26,214,6644,Summer,West
60,216,7,58,5309,Festival,North
89,250,22,107,8496,Summer,South
60,273,11,74,9310,Festival,South
162,142,14,154,4496,Festival,North
88,150,1,81,2716,Winter,South
103,244,28,113,5937,Festival,West
147,185,29,128,3914,Festival,South
104,204,29,122,2672,Festival,South
160,126,16,176,2455,Winter,South
199,132,6,192,7545,Festival,North
118,206,12,106,8026,Winter,North
105,193,0,94,4978,Summer,East
82,201,5,68,3471,Winter,South
85,240,12,92,9309,Winter,North
197,73,10,201,1367,Festival,West
130,146,9,137,4176,Winter,East
158,128,15,139,4374,Summer,West
122,249,26,118,7773,Winter,South
89,225,25,72,4812,Festival,West
66,255,23,58,7291,Summer,East
178,154,22,175,6985,Festival,South
110,184,19,92,3197,Festival,North
153,172,16,169,5911,Winter,West
91,182,16,103,1900,Festival,West
74,169,3,77,1192,Summer,East
88,184,4,75,3770,Summer,North
84,235,27,98,6180,Summer,South
180,108,22,161,1950,Summer,South
157,186,13,169,7679,Winter,South
151,157,19,142,4606,Summer,East
147,146,9,148,6038,Winter,West
61,176,13,53,1257,Festival,West
68,231,27,57,2221,Festival,West
150,105,0,146,1650,Winter,West
93,181,10,77,3425,Festival,East
98,203,25,86,4159,Festival,East
66,204,22,58,1397,Summer,North
123,197,17,125,6301,Festival,East
106,204,15,115,6402,Festival,West
104,266,28,87,8700,Winter,South
96,185,26,96,1560,Summer,North
61,284,17,49,9381,Festival,South
111,222,7,97,9396,Festival,South
129,197,27,124,6099,Winter,West
132,176,9,134,4371,Festival,East
57,250,25,59,4041,Summer,East
198,122,9,208,7844,Summer,East
130,153,4,114,6398,Summer,West
167,117,9,152,1712,Winter,West
74,221,17,54,4456,Summer,South
138,214,20,145,7947,Summer,North
61,255,23,58,5406,Summer,East
192,153,5,195,8649,Summer,East
108,177,2,100,4877,Summer,North
158,124,7,170,4522,Summer,South
75,269,29,64,6651,Winter,South
96,176,8,82,5112,Summer,North
81,187,4,97,5565,Festival,East
59,264,28,70,5906,Winter,West
65,197,1,66,6423,Festival,West
194,136,1,189,9746,Festival,North
75,190,6,78,5977,Summer,East
135,160,16,128,3678,Festival,North
184,184,9,174,9775,Festival,South
63,231,11,61,5941,Festival,South
128,183,1,130,8329,Summer,West
166,100,9,179,1841,Summer,South
56,253,19,75,5038,Summer,South
186,78,0,178,2804,Winter,North
164,163,3,182,9921,Summer,North
121,182,12,128,5349,Summer,East
108,210,11,127,5946,Festival,North
131,182,10,126,8118,Summer,East
165,191,28,172,7657,Festival,West
195,86,9,178,2572,Summer,North
152,175,14,159,7240,Summer,North
66,219,4,57,5966,Summer,North
63,200,24,58,1256,Summer,West
157,112,16,172,1127,Summer,North
94,257,27,93,7867,Summer,South
147,179,4,152,8854,Summer,North
180,116,1,185,3205,Festival,East
86,250,8,87,9513,Winter,South
157,122,5,145,5379,Winter,North
88,244,17,72,9067,Summer,North
64,233,13,60,7277,Winter,West
169,170,18,182,5324,Festival,East
53,266,13,34,9310,Festival,South
142,187,7,128,8081,Festival,South
190,118,16,205,3371,Winter,West
65,247,27,57,6016,Winter,South
157,147,2,156,7302,Winter,South
175,187,28,184,7382,Summer,East
104,194,9,113,7539,Festival,North
83,257,16,73,7452,Festival,North
62,278,26,72,7392,Summer,South
190,141,10,172,5796,Winter,East
67,216,7,48,3441,Festival,West
145,105,0,127,2017,Winter,North
172,145,12,166,5501,Summer,South
88,202,20,84,4047,Winter,South
95,211,3,81,6794,Summer,East
78,201,6,62,5250,Winter,East
111,202,13,124,6947,Summer,East
65,242,4,77,9385,Festival,South
170,194,23,165,8391,Summer,East
59,247,27,75,3446,Winter,South
152,219,29,134,8123,Festival,North
133,142,10,133,2399,Winter,South
182,157,16,169,7295,Winter,South
114,168,4,115,4687,Summer,North
52,289,19,36,8864,Summer,East
191,134,2,187,7127,Winter,East
169,96,4,185,1552,Summer,South
117,223,25,110,6543,Winter,South
195,175,14,213,9921,Summer,North
86,191,18,93,3560,Summer,East
122,206,15,132,6108,Winter,North
192,110,7,188,5266,Festival,South
98,203,12,112,5945,Summer,South
170,189,15,189,9985,Winter,North
137,152,2,138,6684,Festival,North
189,133,0,197,9316,Summer,West
86,230,8,75,9366,Summer,West
110,161,8,107,3551,Winter,East
173,160,21,187,4848,Summer,North
88,223,25,83,4456,Winter,East
112,186,16,98,3758,Winter,West
95,222,23,104,4755,Summer,East
137,134,1,135,4642,Festival,West
60,271,8,62,9119,Summer,North
111,205,29,98,2660,Festival,North
126,245,23,122,9229,Summer,East
101,225,18,101,6586,Festival,North
53,223,12,58,4576,Summer,East
108,192,4,115,7458,Festival,East
121,190,8,139,7125,Festival,West
197,119,12,209,3923,Summer,South
142,134,0,161,3708,Summer,East
112,195,24,110,5171,Winter,West
103,242,14,111,9422,Festival,West
166,85,3,165,3750,Summer,West
159,159,3,158,8476,Winter,South
123,222,19,112,8931,Summer,North
156,136,9,147,3804,Festival,East
106,222,27,118,6444,Summer,East
52,209,24,56,1841,Summer,North
169,183,29,173,6575,Winter,North
55,251,5,38,8510,Summer,West
54,265,26,37,7405,Winter,West
54,259,23,42,4534,Festival,North
103,226,11,97,8857,Festival,East
96,197,29,101,1607,Summer,North
58,286,19,52,8394,Winter,North
148,160,15,153,5618,Festival,South
69,213,2,76,4960,Summer,South
171,141,13,157,5257,Summer,West
110,186,0,121,6612,Summer,West
172,96,9,163,1201,Summer,East
131,205,14,145,7559,Summer,North
111,185,6,122,6131,Winter,North
194,69,3,182,2364,Summer,South
52,221,13,45,1751,Summer,East
62,281,23,54,8545,Summer,North
169,147,15,181,6344,Summer,East
174,123,13,185,2205,Summer,South
138,139,2,136,4887,Summer,North
122,140,16,131,2330,Summer,South
117,234,20,112,9622,Festival,South
191,138,13,182,8519,Festival,South
150,163,17,139,5683,Summer,North
147,136,2,128,3274,Winter,East
60,299,29,57,8523,Summer,North
154,162,21,146,4365,Winter,South
116,160,18,124,2263,Winter,West
172,117,2,175,5236,Winter,East
78,223,11,95,5299,Winter,West
186,122,21,177,4733,Winter,South
125,164,4,133,2665,Festival,North
58,181,9,59,1860,Summer,East
89,160,8,104,1844,Festival,West
74,150,0,54,1136,Festival,North
54,246,12,73,6747,Summer,East
188,121,2,201,7494,Festival,South
173,174,18,186,6786,Summer,South
87,259,10,99,9760,Summer,South
121,214,15,104,7200,Summer,North
182,158,5,199,9325,Summer,North
139,159,23,148,3061,Winter,South
195,99,2,194,5378,Winter,South
86,213,18,91,4730,Festival,East
109,206,5,103,9318,Summer,West
77,225,7,63,7122,Summer,East
130,183,21,116,2795,Summer,West
163,145,12,171,5313,Summer,North
89,247,11,91,9187,Winter,East
94,234,29,107,5840,Winter,North
111,185,9,110,4726,Winter,North
142,96,2,136,1259,Festival,West
164,93,3,176,2241,Summer,West
116,140,0,112,2843,Winter,East
105,197,12,104,6777,Winter,East
89,211,23,81,3280,Summer,East
147,186,3,150,8796,Winter,West
89,228,21,105,5567,Summer,South
140,212,10,126,9572,Summer,South
82,180,18,69,2255,Winter,West
55,255,10,57,7462,Festival,East
196,87,11,189,2658,Summer,South
129,157,10,112,3648,Festival,North
141,156,5,141,4371,Winter,South
146,119,11,135,4429,Summer,South
108,217,26,109,5860,Summer,West
108,192,8,117,8620,Winter,West
97,197,24,106,3932,Festival,South
62,224,9,57,6086,Winter,North
156,164,2,146,7649,Winter,North
94,228,2,95,9119,Winter,East
138,195,19,146,5983,Festival,South
149,175,27,153,3521,Summer,South
56,222,22,49,3702,Summer,North
182,102,15,175,1018,Winter,West
94,157,2,75,3569,Winter,South
107,154,9,99,1783,Festival,North
80,186,23,62,1414,Winter,South
72,256,10,81,9555,Festival,West
187,84,7,184,2103,Festival,East
156,147,5,171,5891,Festival,West
88,222,19,88,6309,Winter,West
